forecast_id,product_id,forecast_date,generated_at,model_name,model_version,predicted_demand,lower_bound_95,upper_bound_95,actual_demand,mae,mape,confidence_score,horizon_days
2865,32,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,4.46,3.57,5.35,5.0,0.54,9.0,0.9392,7
2866,32,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,7.29,5.83,8.75,4.0,3.29,65.8,0.9592,7
2867,32,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,5.69,4.55,6.83,1.0,4.69,100.0,0.8132,7
2868,32,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,6.93,5.54,8.32,8.0,1.07,11.8889,0.99,7
2869,32,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,7.27,5.82,8.72,7.0,0.27,3.375,0.9614,7
2870,32,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,8.39,6.71,10.07,9.0,0.61,6.1,0.8014,7
2871,32,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,4.25,3.4,5.1,3.0,1.25,31.25,0.9885,7
2872,32,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,5.06,4.05,6.07,5.0,0.06,1.0,0.7957,7
2873,32,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,6.78,5.42,8.14,1.0,5.78,100.0,0.9682,7
2874,32,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,6.83,5.46,8.2,4.0,2.83,56.6,0.9752,7
2875,32,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,5.63,4.5,6.76,2.0,3.63,100.0,0.8039,7
2876,32,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,6.96,5.57,8.35,3.0,3.96,99.0,0.99,7
2877,32,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,6.68,5.34,8.02,3.0,3.68,92.0,0.9543,7
2878,32,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,3.93,3.14,4.72,1.0,2.93,100.0,0.9347,7
2879,32,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,3.94,3.15,4.73,1.0,2.94,100.0,0.939,7
2880,32,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,6.21,4.97,7.45,6.0,0.21,3.0,0.8869,7
2881,32,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,6.25,5.0,7.5,1.0,5.25,100.0,0.8928,7
2882,32,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,7.02,5.62,8.42,7.0,0.02,0.25,0.99,7
2883,32,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,7.53,6.02,9.04,5.0,2.53,42.1667,0.9241,7
2884,32,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,8.98,7.18,10.78,3.0,5.98,100.0,0.8339,7
2885,32,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,4.84,3.87,5.81,4.0,0.84,16.8,0.9534,7
2886,32,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,3.75,3.0,4.5,3.0,0.75,18.75,0.8115,7
2887,32,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,7.99,6.39,9.59,2.0,5.99,100.0,0.962,7
2888,32,2024-11-05,2024-10-29,xgboost_demand_v1,1.0.0,8.93,7.14,10.72,8.0,0.93,10.3333,0.8399,7
2889,32,2024-11-06,2024-10-30,xgboost_demand_v1,1.0.0,7.97,6.38,9.56,1.0,6.97,100.0,0.9652,7
2890,32,2024-11-07,2024-10-31,xgboost_demand_v1,1.0.0,8.84,7.07,10.61,3.0,5.84,100.0,0.8525,7
2891,32,2024-11-08,2024-11-01,xgboost_demand_v1,1.0.0,7.4,5.92,8.88,6.0,1.4,20.0,0.9614,7
2892,32,2024-11-09,2024-11-02,xgboost_demand_v1,1.0.0,4.3,3.44,5.16,6.0,1.7,24.2857,0.9318,7
2893,32,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,4.33,3.46,5.2,4.0,0.33,6.6,0.937,7
2894,32,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,8.19,6.55,9.83,3.0,5.19,100.0,0.9369,7
2895,32,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,6.87,5.5,8.24,6.0,0.87,12.4286,0.8917,7
2896,32,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,7.43,5.94,8.92,7.0,0.43,5.375,0.9648,7
2897,32,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,8.07,6.46,9.68,5.0,3.07,51.1667,0.9523,7
2898,32,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,8.94,7.15,10.73,5.0,3.94,65.6667,0.8383,7
2899,32,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,4.16,3.33,4.99,1.0,3.16,100.0,0.9001,7
2900,32,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,5.41,4.33,6.49,2.0,3.41,100.0,0.8285,7
2901,32,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,9.08,7.26,10.9,3.0,6.08,100.0,0.8205,7
2902,32,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,6.72,5.38,8.06,9.0,2.28,22.8,0.8729,7
2903,32,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,7.27,5.82,8.72,6.0,1.27,18.1429,0.9438,7
2904,32,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,7.18,5.74,8.62,5.0,2.18,36.3333,0.9327,7
2905,32,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,6.79,5.43,8.15,3.0,3.79,94.75,0.8814,7
2906,32,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,4.76,3.81,5.71,3.0,1.76,44.0,0.9689,7
2907,32,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,5.1,4.08,6.12,1.0,4.1,100.0,0.8957,7
2908,32,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,7.77,6.22,9.32,10.0,2.23,20.2727,0.99,7
2909,32,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,7.65,6.12,9.18,8.0,0.35,3.8889,0.99,7
2910,32,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,9.19,7.35,11.03,3.0,6.19,100.0,0.8069,7
2911,32,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,7.23,5.78,8.68,10.0,2.77,25.1818,0.9389,7
2912,32,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,19.57,15.66,23.48,8.0,11.57,100.0,0.9832,7
2913,32,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,10.05,8.04,12.06,9.0,1.05,10.5,0.9886,7
2914,32,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,8.31,6.65,9.97,7.0,1.31,16.375,0.9157,7
2915,32,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,7.61,6.09,9.13,5.0,2.61,43.5,0.906,7
2916,32,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,8.72,6.98,10.46,3.0,5.72,100.0,0.9614,7
2917,32,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,10.03,8.02,12.04,4.0,6.03,100.0,0.8064,7
2918,32,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,8.86,7.09,10.63,5.0,3.86,64.3333,0.9458,7
2919,32,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,7.38,5.9,8.86,10.0,2.62,23.8182,0.8788,7
2920,32,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,4.62,3.7,5.54,3.0,1.62,40.5,0.9172,7
2921,32,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,5.16,4.13,6.19,3.0,2.16,54.0,0.9759,7
2922,32,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,7.74,6.19,9.29,2.0,5.74,100.0,0.922,7
2923,32,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,8.74,6.99,10.49,10.0,1.26,11.4545,0.9594,7
2924,32,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,8.96,7.17,10.75,4.0,4.96,99.2,0.9336,7
2925,32,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,8.05,6.44,9.66,8.0,0.05,0.5556,0.9578,7
2926,32,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,6.18,4.94,7.42,8.0,1.82,20.2222,0.7356,7
2927,32,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,5.02,4.02,6.02,5.0,0.02,0.3333,0.99,7
2928,32,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,5.64,4.51,6.77,1.0,4.64,100.0,0.8801,7
2929,32,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,8.82,7.06,10.58,2.0,6.82,100.0,0.9503,7
2930,32,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,9.98,7.98,11.98,8.0,1.98,22.0,0.8121,7
2931,32,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,9.18,7.34,11.02,5.0,4.18,69.6667,0.9068,7
2932,32,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,7.91,6.33,9.49,7.0,0.91,11.375,0.9414,7
2933,32,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,7.85,6.28,9.42,3.0,4.85,100.0,0.9339,7
2934,32,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,4.88,3.9,5.86,3.0,1.88,47.0,0.9682,7
2935,32,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,4.8,3.84,5.76,2.0,2.8,93.3333,0.9534,7
2936,32,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,8.6,6.88,10.32,1.0,7.6,100.0,0.9757,7
2937,32,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,13.76,11.01,16.51,1.0,12.76,100.0,0.8625,7
2938,32,2024-12-25,2024-12-18,xgboost_demand_v1,1.0.0,2.3,1.84,2.76,1.0,1.3,65.0,0.9126,7
2939,32,2024-12-26,2024-12-19,xgboost_demand_v1,1.0.0,8.09,6.47,9.71,3.0,5.09,100.0,0.963,7
2940,32,2024-12-27,2024-12-20,xgboost_demand_v1,1.0.0,8.42,6.74,10.1,3.0,5.42,100.0,0.99,7
2941,32,2024-12-28,2024-12-21,xgboost_demand_v1,1.0.0,5.52,4.42,6.62,5.0,0.52,8.6667,0.9046,7
2942,32,2024-12-29,2024-12-22,xgboost_demand_v1,1.0.0,4.77,3.82,5.72,3.0,1.77,44.25,0.9459,7
2943,32,2024-12-30,2024-12-23,xgboost_demand_v1,1.0.0,6.25,5.0,7.5,3.0,3.25,81.25,0.7445,7
2944,32,2024-12-31,2024-12-24,xgboost_demand_v1,1.0.0,11.28,9.02,13.54,2.0,9.28,100.0,0.8805,7
2945,33,2024-10-01,2024-09-24,xgboost_demand_v1,1.0.0,19.18,15.34,23.02,14.0,5.18,34.5333,0.9687,7
2946,33,2024-10-02,2024-09-25,xgboost_demand_v1,1.0.0,19.27,15.42,23.12,11.0,8.27,68.9167,0.9734,7
2947,33,2024-10-03,2024-09-26,xgboost_demand_v1,1.0.0,21.63,17.3,25.96,4.0,17.63,100.0,0.9074,7
2948,33,2024-10-04,2024-09-27,xgboost_demand_v1,1.0.0,22.42,17.94,26.9,1.0,21.42,100.0,0.8679,7
2949,33,2024-10-05,2024-09-28,xgboost_demand_v1,1.0.0,12.48,9.98,14.98,10.0,2.48,22.5455,0.9497,7
2950,33,2024-10-06,2024-09-29,xgboost_demand_v1,1.0.0,11.92,9.54,14.3,0.0,11.92,100.0,0.99,7
2951,33,2024-10-07,2024-09-30,xgboost_demand_v1,1.0.0,19.21,15.37,23.05,9.0,10.21,100.0,0.9704,7
2952,33,2024-10-08,2024-10-01,xgboost_demand_v1,1.0.0,17.36,13.89,20.83,23.0,5.64,23.5,0.8768,7
2953,33,2024-10-09,2024-10-02,xgboost_demand_v1,1.0.0,20.42,16.34,24.5,4.0,16.42,100.0,0.9689,7
2954,33,2024-10-10,2024-10-03,xgboost_demand_v1,1.0.0,17.01,13.61,20.41,7.0,10.01,100.0,0.8591,7
2955,33,2024-10-11,2024-10-04,xgboost_demand_v1,1.0.0,19.71,15.77,23.65,8.0,11.71,100.0,0.99,7
2956,33,2024-10-12,2024-10-05,xgboost_demand_v1,1.0.0,14.59,11.67,17.51,1.0,13.59,100.0,0.7718,7
2957,33,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,9.87,7.9,11.84,5.0,4.87,81.1667,0.8305,7
2958,33,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,20.8,16.64,24.96,8.0,12.8,100.0,0.9494,7
2959,33,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,18.86,15.09,22.63,7.0,11.86,100.0,0.9528,7
2960,33,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,17.99,14.39,21.59,9.0,8.99,89.9,0.9087,7
2961,33,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,18.65,14.92,22.38,11.0,7.65,63.75,0.9422,7
2962,33,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,20.06,16.05,24.07,5.0,15.06,100.0,0.9868,7
2963,33,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,15.18,12.14,18.22,6.0,9.18,100.0,0.7223,7
2964,33,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,13.05,10.44,15.66,1.0,12.05,100.0,0.9012,7
2965,33,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,21.28,17.02,25.54,4.0,17.28,100.0,0.9251,7
2966,33,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,18.56,14.85,22.27,5.0,13.56,100.0,0.9374,7
2967,33,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,17.29,13.83,20.75,7.0,10.29,100.0,0.873,7
2968,33,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,18.04,14.43,21.65,17.0,1.04,5.7778,0.9113,7
2969,33,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,22.76,18.21,27.31,1.0,21.76,100.0,0.8504,7
2970,33,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,11.15,8.92,13.38,1.0,10.15,100.0,0.9388,7
2971,33,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,12.23,9.78,14.68,19.0,6.77,33.85,0.9703,7
2972,33,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,19.91,15.93,23.89,7.0,12.91,100.0,0.99,7
2973,33,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,20.16,16.13,24.19,2.0,18.16,100.0,0.982,7
2974,33,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,19.56,15.65,23.47,6.0,13.56,100.0,0.9877,7
2975,33,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,21.01,16.81,25.21,21.0,0.01,0.0455,0.9387,7
2976,33,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,22.99,18.39,27.59,1.0,21.99,100.0,0.9122,7
2977,33,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,16.28,13.02,19.54,3.0,13.28,100.0,0.9233,7
2978,33,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,18.8,15.04,22.56,22.0,3.2,13.913,0.7566,7
2979,33,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,25.33,20.26,30.4,8.0,17.33,100.0,0.99,7
2980,33,2024-11-05,2024-10-29,xgboost_demand_v1,1.0.0,24.23,19.38,29.08,7.0,17.23,100.0,0.9616,7
2981,33,2024-11-06,2024-10-30,xgboost_demand_v1,1.0.0,24.76,19.81,29.71,3.0,21.76,100.0,0.9826,7
2982,33,2024-11-07,2024-10-31,xgboost_demand_v1,1.0.0,27.52,22.02,33.02,8.0,19.52,100.0,0.9079,7
2983,33,2024-11-08,2024-11-01,xgboost_demand_v1,1.0.0,21.6,17.28,25.92,21.0,0.6,2.7273,0.8573,7
2984,33,2024-11-09,2024-11-02,xgboost_demand_v1,1.0.0,17.36,13.89,20.83,8.0,9.36,100.0,0.8519,7
2985,33,2024-11-10,2024-11-03,xgboost_demand_v1,1.0.0,15.34,12.27,18.41,1.0,14.34,100.0,0.9853,7
2986,33,2024-11-11,2024-11-04,xgboost_demand_v1,1.0.0,26.34,21.07,31.61,13.0,13.34,95.2857,0.9548,7
2987,33,2024-11-12,2024-11-05,xgboost_demand_v1,1.0.0,24.94,19.95,29.93,16.0,8.94,52.5882,0.9896,7
2988,33,2024-11-13,2024-11-06,xgboost_demand_v1,1.0.0,25.24,20.19,30.29,3.0,22.24,100.0,0.99,7
2989,33,2024-11-14,2024-11-07,xgboost_demand_v1,1.0.0,22.5,18.0,27.0,19.0,3.5,17.5,0.8928,7
2990,33,2024-11-15,2024-11-08,xgboost_demand_v1,1.0.0,22.49,17.99,26.99,16.0,6.49,38.1765,0.8924,7
2991,33,2024-11-16,2024-11-09,xgboost_demand_v1,1.0.0,12.87,10.3,15.44,6.0,6.87,98.1429,0.8514,7
2992,33,2024-11-17,2024-11-10,xgboost_demand_v1,1.0.0,12.56,10.05,15.07,6.0,6.56,93.7143,0.831,7
2993,33,2024-11-18,2024-11-11,xgboost_demand_v1,1.0.0,28.95,23.16,34.74,11.0,17.95,100.0,0.8513,7
2994,33,2024-11-19,2024-11-12,xgboost_demand_v1,1.0.0,24.76,19.81,29.71,2.0,22.76,100.0,0.9825,7
2995,33,2024-11-20,2024-11-13,xgboost_demand_v1,1.0.0,26.37,21.1,31.64,25.0,1.37,5.2692,0.9536,7
2996,33,2024-11-21,2024-11-14,xgboost_demand_v1,1.0.0,26.44,21.15,31.73,2.0,24.44,100.0,0.9509,7
2997,33,2024-11-22,2024-11-15,xgboost_demand_v1,1.0.0,25.62,20.5,30.74,9.0,16.62,100.0,0.9833,7
2998,33,2024-11-23,2024-11-16,xgboost_demand_v1,1.0.0,16.45,13.16,19.74,6.0,10.45,100.0,0.9122,7
2999,33,2024-11-24,2024-11-17,xgboost_demand_v1,1.0.0,17.57,14.06,21.08,8.0,9.57,100.0,0.8381,7
3000,33,2024-11-25,2024-11-18,xgboost_demand_v1,1.0.0,25.61,20.49,30.73,10.0,15.61,100.0,0.9838,7
3001,33,2024-11-26,2024-11-19,xgboost_demand_v1,1.0.0,23.18,18.54,27.82,6.0,17.18,100.0,0.9196,7
3002,33,2024-11-27,2024-11-20,xgboost_demand_v1,1.0.0,28.85,23.08,34.62,7.0,21.85,100.0,0.8553,7
3003,33,2024-11-28,2024-11-21,xgboost_demand_v1,1.0.0,20.85,16.68,25.02,14.0,6.85,45.6667,0.8275,7
3004,33,2024-11-29,2024-11-22,xgboost_demand_v1,1.0.0,68.0,54.4,81.6,2.0,66.0,100.0,0.9207,7
3005,33,2024-11-30,2024-11-23,xgboost_demand_v1,1.0.0,33.87,27.1,40.64,29.0,4.87,16.2333,0.9818,7
3006,33,2024-12-01,2024-11-24,xgboost_demand_v1,1.0.0,33.52,26.82,40.22,7.0,26.52,100.0,0.9224,7
3007,33,2024-12-02,2024-11-25,xgboost_demand_v1,1.0.0,25.08,20.06,30.1,7.0,18.08,100.0,0.871,7
3008,33,2024-12-03,2024-11-26,xgboost_demand_v1,1.0.0,31.18,24.94,37.42,2.0,29.18,100.0,0.9173,7
3009,33,2024-12-04,2024-11-27,xgboost_demand_v1,1.0.0,27.77,22.22,33.32,18.0,9.77,51.4211,0.9642,7
3010,33,2024-12-05,2024-11-28,xgboost_demand_v1,1.0.0,26.93,21.54,32.32,13.0,13.93,99.5,0.935,7
3011,33,2024-12-06,2024-11-29,xgboost_demand_v1,1.0.0,34.16,27.33,40.99,15.0,19.16,100.0,0.8138,7
3012,33,2024-12-07,2024-11-30,xgboost_demand_v1,1.0.0,19.41,15.53,23.29,13.0,6.41,45.7857,0.8767,7
3013,33,2024-12-08,2024-12-01,xgboost_demand_v1,1.0.0,18.25,14.6,21.9,4.0,14.25,100.0,0.9439,7
3014,33,2024-12-09,2024-12-02,xgboost_demand_v1,1.0.0,29.8,23.84,35.76,25.0,4.8,18.4615,0.9652,7
3015,33,2024-12-10,2024-12-03,xgboost_demand_v1,1.0.0,25.99,20.79,31.19,8.0,17.99,100.0,0.9024,7
3016,33,2024-12-11,2024-12-04,xgboost_demand_v1,1.0.0,26.21,20.97,31.45,17.0,9.21,51.1667,0.91,7
3017,33,2024-12-12,2024-12-05,xgboost_demand_v1,1.0.0,30.67,24.54,36.8,26.0,4.67,17.2963,0.935,7
3018,33,2024-12-13,2024-12-06,xgboost_demand_v1,1.0.0,24.81,19.85,29.77,9.0,15.81,100.0,0.8613,7
3019,33,2024-12-14,2024-12-07,xgboost_demand_v1,1.0.0,19.58,15.66,23.5,15.0,4.58,28.625,0.8668,7
3020,33,2024-12-15,2024-12-08,xgboost_demand_v1,1.0.0,19.87,15.9,23.84,6.0,13.87,100.0,0.85,7
3021,33,2024-12-16,2024-12-09,xgboost_demand_v1,1.0.0,32.48,25.98,38.98,16.0,16.48,96.9412,0.8724,7
3022,33,2024-12-17,2024-12-10,xgboost_demand_v1,1.0.0,30.95,24.76,37.14,4.0,26.95,100.0,0.9255,7
3023,33,2024-12-18,2024-12-11,xgboost_demand_v1,1.0.0,25.78,20.62,30.94,25.0,0.78,3.0,0.8952,7
3024,33,2024-12-19,2024-12-12,xgboost_demand_v1,1.0.0,25.63,20.5,30.76,17.0,8.63,47.9444,0.8901,7
3025,33,2024-12-20,2024-12-13,xgboost_demand_v1,1.0.0,33.35,26.68,40.02,25.0,8.35,32.1154,0.8421,7
3026,33,2024-12-21,2024-12-14,xgboost_demand_v1,1.0.0,18.09,14.47,21.71,3.0,15.09,100.0,0.9532,7
3027,33,2024-12-22,2024-12-15,xgboost_demand_v1,1.0.0,18.83,15.06,22.6,9.0,9.83,98.3,0.9105,7
3028,33,2024-12-23,2024-12-16,xgboost_demand_v1,1.0.0,33.2,26.56,39.84,8.0,25.2,100.0,0.8474,7
3029,33,2024-12-24,2024-12-17,xgboost_demand_v1,1.0.0,68.22,54.58,81.86,26.0,42.22,100.0,0.7532,7
3030,33,2024-12-25,2024-12-18,xgboost_demand_v1,1.0.0,7.81,6.25,9.37,14.0,6.19,41.2667,0.904,7
3031,33,2024-12-26,2024-12-19,xgboost_demand_v1,1.0.0,33.22,26.58,39.86,12.0,21.22,100.0,0.8465,7
3032,33,2024-12-27,2024-12-20,xgboost_demand_v1,1.0.0,23.16,18.53,27.79,14.0,9.16,61.0667,0.8041,7
3033,33,2024-12-28,2024-12-21,xgboost_demand_v1,1.0.0,16.65,13.32,19.98,7.0,9.65,100.0,0.9634,7
3034,33,2024-12-29,2024-12-22,xgboost_demand_v1,1.0.0,14.83,11.86,17.8,4.0,10.83,100.0,0.8583,7
3035,33,2024-12-30,2024-12-23,xgboost_demand_v1,1.0.0,30.62,24.5,36.74,9.0,21.62,100.0,0.9369,7
3036,33,2024-12-31,2024-12-24,xgboost_demand_v1,1.0.0,41.98,33.58,50.38,8.0,33.98,100.0,0.7852,7
3037,34,2024-10-01,2024-09-24,xgboost_demand_v1,1.0.0,3.29,2.63,3.95,1.0,2.29,100.0,0.9151,7
3038,34,2024-10-02,2024-09-25,xgboost_demand_v1,1.0.0,2.86,2.29,3.43,4.0,1.14,22.8,0.7957,7
3039,34,2024-10-03,2024-09-26,xgboost_demand_v1,1.0.0,3.18,2.54,3.82,5.0,1.82,30.3333,0.8832,7
3040,34,2024-10-04,2024-09-27,xgboost_demand_v1,1.0.0,3.08,2.46,3.7,1.0,2.08,100.0,0.8558,7
3041,34,2024-10-05,2024-09-28,xgboost_demand_v1,1.0.0,1.51,1.21,1.81,3.0,1.49,37.25,0.6995,7
3042,34,2024-10-06,2024-09-29,xgboost_demand_v1,1.0.0,2.29,1.83,2.75,1.0,1.29,64.5,0.9376,7
3043,34,2024-10-07,2024-09-30,xgboost_demand_v1,1.0.0,3.75,3.0,4.5,2.0,1.75,58.3333,0.9578,7
3044,34,2024-10-08,2024-10-01,xgboost_demand_v1,1.0.0,3.35,2.68,4.02,5.0,1.65,27.5,0.9293,7
3045,34,2024-10-09,2024-10-02,xgboost_demand_v1,1.0.0,3.8,3.04,4.56,2.0,1.8,60.0,0.9431,7
3046,34,2024-10-10,2024-10-03,xgboost_demand_v1,1.0.0,3.88,3.1,4.66,1.0,2.88,100.0,0.9209,7
3047,34,2024-10-11,2024-10-04,xgboost_demand_v1,1.0.0,4.28,3.42,5.14,3.0,1.28,32.0,0.8108,7
3048,34,2024-10-12,2024-10-05,xgboost_demand_v1,1.0.0,2.24,1.79,2.69,1.0,1.24,62.0,0.9633,7
3049,34,2024-10-13,2024-10-06,xgboost_demand_v1,1.0.0,1.89,1.51,2.27,2.0,0.11,3.6667,0.8758,7
3050,34,2024-10-14,2024-10-07,xgboost_demand_v1,1.0.0,3.92,3.14,4.7,2.0,1.92,64.0,0.9106,7
3051,34,2024-10-15,2024-10-08,xgboost_demand_v1,1.0.0,3.17,2.54,3.8,2.0,1.17,39.0,0.8794,7
3052,34,2024-10-16,2024-10-09,xgboost_demand_v1,1.0.0,3.75,3.0,4.5,2.0,1.75,58.3333,0.9583,7
3053,34,2024-10-17,2024-10-10,xgboost_demand_v1,1.0.0,4.31,3.45,5.17,3.0,1.31,32.75,0.8014,7
3054,34,2024-10-18,2024-10-11,xgboost_demand_v1,1.0.0,3.71,2.97,4.45,3.0,0.71,17.75,0.9707,7
3055,34,2024-10-19,2024-10-12,xgboost_demand_v1,1.0.0,2.35,1.88,2.82,2.0,0.35,11.6667,0.9128,7
3056,34,2024-10-20,2024-10-13,xgboost_demand_v1,1.0.0,1.77,1.42,2.12,1.0,0.77,38.5,0.8202,7
3057,34,2024-10-21,2024-10-14,xgboost_demand_v1,1.0.0,4.18,3.34,5.02,1.0,3.18,100.0,0.8378,7
3058,34,2024-10-22,2024-10-15,xgboost_demand_v1,1.0.0,2.44,1.95,2.93,3.0,0.56,14.0,0.6783,7
3059,34,2024-10-23,2024-10-16,xgboost_demand_v1,1.0.0,4.35,3.48,5.22,1.0,3.35,100.0,0.7908,7
3060,34,2024-10-24,2024-10-17,xgboost_demand_v1,1.0.0,4.5,3.6,5.4,3.0,1.5,37.5,0.7493,7
3061,34,2024-10-25,2024-10-18,xgboost_demand_v1,1.0.0,3.48,2.78,4.18,5.0,1.52,25.3333,0.9659,7
3062,34,2024-10-26,2024-10-19,xgboost_demand_v1,1.0.0,2.04,1.63,2.45,3.0,0.96,24.0,0.9457,7
3063,34,2024-10-27,2024-10-20,xgboost_demand_v1,1.0.0,2.13,1.7,2.56,3.0,0.87,21.75,0.984,7
3064,34,2024-10-28,2024-10-21,xgboost_demand_v1,1.0.0,4.11,3.29,4.93,2.0,2.11,70.3333,0.8589,7
3065,34,2024-10-29,2024-10-22,xgboost_demand_v1,1.0.0,2.92,2.34,3.5,3.0,0.08,2.0,0.8119,7
3066,34,2024-10-30,2024-10-23,xgboost_demand_v1,1.0.0,3.51,2.81,4.21,1.0,2.51,100.0,0.9753,7
3067,34,2024-10-31,2024-10-24,xgboost_demand_v1,1.0.0,3.75,3.0,4.5,4.0,0.25,5.0,0.9584,7
3068,34,2024-11-01,2024-10-25,xgboost_demand_v1,1.0.0,3.58,2.86,4.3,3.0,0.58,14.5,0.8078,7
3069,34,2024-11-02,2024-10-26,xgboost_demand_v1,1.0.0,1.59,1.27,1.91,1.0,0.59,29.5,0.8821,7
3070,34,2024-11-03,2024-10-27,xgboost_demand_v1,1.0.0,1.93,1.54,2.32,1.0,0.93,46.5,0.9283,7
3071,34,2024-11-04,2024-10-28,xgboost_demand_v1,1.0.0,3.1,2.48,3.72,3.0,0.1,2.5,0.9671,7
